Parameter,Value
G,6.674e-11
TimeStep,3600.0
TotalSimTime_Predefined,5184000.0
Integrator,rk4
CollisionModel,ignore
SimulationMode,pre_defined

Earth_ID,0
Earth_Mass,5.972e+24
Earth_InitialPosX,-4672203.365158763
Earth_InitialPosY,0.0
Earth_InitialPosZ,0.0
Earth_InitialVelX,0.0
Earth_InitialVelY,12.45246027415669
Earth_InitialVelZ,0.0
Earth_Radius,6372255.736961294
Earth_Color,#1E90FF
Moon_ID,1
Moon_Mass,7.348e+22
Moon_InitialPosX,379727796.63484126
Moon_InitialPosY,0.0
Moon_InitialPosZ,0.0
Moon_InitialVelX,0.0
Moon_InitialVelY,-1012.0589651233502
Moon_InitialVelZ,0.0
Moon_Radius,1471102.656837848
Moon_Color,#D3D3D3

Time,Earth_Px,Earth_Py,Earth_Pz,Earth_Vx,Earth_Vy,Earth_Vz,Moon_Px,Moon_Py,Moon_Pz,Moon_Vx,Moon_Vy,Moon_Vz
4194000.0,-489461.1226320688,-4605851.389193827,0.0,-12.22422234299931,1.937520806112479,0.0,61401645.41980044,375868326.19867826,0.0,997.5014451080796,-162.1129332444509,0.0
4197600.0,-533433.9773833071,-4598665.226300067,0.0,-12.205139148015721,2.054791548071588,0.0,64989805.92794455,375267572.5221808,0.0,995.9060792337741,-171.6365971564382,0.0
4201200.0,-577336.1177163707,-4591057.22725953,0.0,-12.184936558672097,2.1718741996250572,0.0,68572059.44592592,374632561.67727983,0.0,994.2198086748125,-181.14455053687212,0.0
4204800.0,-621163.517148482,-4583028.08842062,0.0,-12.163616429012773,2.2887580813928916,0.0,72148078.99293226,373963351.7833541,0.0,992.442788156183,-190.63592614915223,0.0
4208400.0,-664912.1560546369,-4574578.54454465,0.0,-12.141180714867486,2.4054325322537737,0.0,75717538.16004331,373260004.0791171,0.0,990.575180668305,-200.10985827908755,0.0
4212000.0,-708578.02203371,-4565709.368738362,0.0,-12.11763147367207,2.5218869103133823,0.0,79280111.13995977,372522582.9169948,0.0,988.6171574520911,-209.56548281352627,0.0
4215600.0,-752157.1102738973,-4556421.372382972,0.0,-12.092970864279968,2.638110593870958,0.0,82835472.75667702,371751155.7572207,0.0,986.5688979832639,-219.00193731883985,0.0
4219200.0,-795645.4239174636,-4546715.40505974,0.0,-12.067201146764596,2.7540929823840354,0.0,86383298.49510111,370945793.1616483,0.0,984.4305899559293,-228.4183611192545,0.0
4222800.0,-839038.9744247627,-4536592.354472062,0.0,-12.040324682212546,2.8698234974312533,0.0,89923264.53060427,370106568.7872822,0.0,982.2024292654069,-237.813895375023,0.0
4226400.0,-882333.7819374956,-4526053.146364107,0.0,-12.012343932507678,2.985291583673156,0.0,93455047.75851727,369233559.37952816,0.0,979.8846199903195,-247.1876831604299,0.0
4230000.0,-925525.8756411762,-4515098.744435996,0.0,-11.983261460106094,3.1004867098109012,0.0,96978325.82355587,368326844.765162,0.0,977.477374373944,-256.5388695416232,0.0
4233600.0,-968611.2941267699,-4503730.150255536,0.0,-11.953079927802035,3.2153983695427875,0.0,100492777.14917904,367386507.84501934,0.0,974.9809128048236,-265.8666016542654,0.0
4237200.0,-1011586.0857514727,-4491948.403166508,0.0,-11.921802098484706,3.3300160825185174,0.0,103998080.96687578,366412634.5864059,0.0,972.3954637966444,-275.1700287809969,0.0
4240800.0,-1054446.3089985999,-4479754.580193535,0.0,-11.88943083488606,3.444329395291111,0.0,107493917.34537838,365405314.01522887,0.0,969.7212639673791,-284.44830242870546,0.0
4244400.0,-1097188.0328365492,-4467149.795943515,0.0,-11.855969099319559,3.558327882266383,0.0,110979967.21979922,364364638.2078514,0.0,966.9585580176959,-293.70057640559367,0.0
4248000.0,-1139807.337076808,-4454135.2025036495,0.0,-11.821419953409938,3.672001146649897,0.0,114455912.42068847,363290702.282669,0.0,964.1075987086394,-302.9260068980388,0.0
4251600.0,-1182300.3127309717,-4440711.989336063,0.0,-11.785786557814,3.7853388213913197,0.0,117921435.70301019,362183604.3914103,0.0,961.1686468385822,-312.1237525472372,0.0
4255200.0,-1224663.0623667396,-4426881.383169031,0.0,-11.749072171932445,3.8983305701260815,0.0,121376220.77503414,361043445.7101619,0.0,958.1419712194494,-321.2929745256267,0.0
4258800.0,-1266891.7004628591,-4412644.64788482,0.0,-11.711280153612796,4.010966088114263,0.0,124819952.32714069,359870330.43011904,0.0,955.0278486522205,-330.43283661308055,0.0
4262400.0,-1308982.3537629833,-4398003.084404154,0.0,-11.67241395884341,4.123235103176628,0.0,128252316.06053619,358664365.74806154,0.0,951.8265639017079,-339.5425052728654,0.0
4266000.0,-1350931.161628411,-4382958.030567317,0.0,-11.632477141438631,4.23512737662771,0.0,131672998.71587634,357425661.8565576,0.0,948.5384096706158,-348.6211497273571,0.0
4269600.0,-1392734.2763896775,-4367510.861011903,0.0,-11.591473352715088,4.346632704205872,0.0,135081688.1017948,356154331.933895,0.0,945.163686572882,-357.667942033507,0.0
4273200.0,-1434387.8636969656,-4351662.987047215,0.0,-11.549406341159195,4.457740917000267,0.0,138478073.12333462,354850492.133741,0.0,941.7027031063045,-366.68205715805294,0.0
4276800.0,-1475888.1028693006,-4335415.8565253485,0.0,-11.506279952085848,4.568441882374597,0.0,141861843.81027967,353514261.5745325,0.0,938.1557756244546,-375.6626730524667,0.0
4280400.0,-1517231.1872425044,-4318770.953708939,0.0,-11.462098127288387,4.678725504887604,0.0,145232691.34538394,352145762.3285961,0.0,934.5232283078809,-384.60897072763265,0.0
4284000.0,-1558413.3245158715,-4301729.799135614,0.0,-11.416864904679816,4.7885817272101985,0.0,148590308.0924957,350745119.41100043,0.0,930.8053931346046,-393.5201343282504,0.0
4287600.0,-1599430.737097538,-4284293.94947914,0.0,-11.370584417925343,4.898000531039157,0.0,151934387.6245742,349312460.7681408,0.0,927.0026098499102,-402.39535120695393,0.0
4291200.0,-1640279.6624485133,-4266464.997407297,0.0,-11.323260896066264,5.006971938007294,0.0,155264624.75159645,347847917.2660577,0.0,923.1152259354335,-411.23381199814247,0.0
4294800.0,-1680956.353425341,-4248244.571436468,0.0,-11.274898663135206,5.115486010590028,0.0,158580715.54835132,346351622.67849016,0.0,919.1435965775503,-420.03471069151425,0.0
4298400.0,-1721457.0786213595,-4229634.33578299,0.0,-11.225502137762792,5.223532853008274,0.0,161882357.38211873,344823713.67466444,0.0,915.0880846350678,-428.7972447052985,0.0
4302000.0,-1761778.1227065327,-4210635.990211247,0.0,-11.175075832775748,5.331102612127562,0.0,165169248.94023117,343264329.80682015,0.0,910.9490606062225,-437.5206149591777,0.0
4305600.0,-1801915.7867658152,-4191251.2698785365,0.0,-11.123624354786482,5.438185478353316,0.0,168441090.2575152,341673613.4974743,0.0,906.7269025949857,-446.20402594689443,0.0
4309200.0,-1841866.3886360286,-4171481.9451767257,0.0,-11.071152403774182,5.544771686522202,0.0,171697582.74361035,340051710.0264244,0.0,902.4219962766831,-454.84668580853605,0.0
4312800.0,-1881626.263241212,-4151329.821570698,0.0,-11.017664772657461,5.650851516789478,0.0,174938429.2101632,338398767.5174919,0.0,898.0347348629267,-463.44780640249024,0.0
4316400.0,-1921191.7629264188,-4130796.739433618,0.0,-10.963166346858605,5.756415295512256,0.0,178163333.89789385,336714936.9250074,0.0,893.5655190658667,-472.00660337706597,0.0
4320000.0,-1960559.257789932,-4109884.573879021,0.0,-10.907662103859433,5.861453396128593,0.0,181372002.50353232,335000372.0200386,0.0,889.014757061764,-480.5222962417724,0.0
4323600.0,-1999725.1360138631,-4088595.2345897504,0.0,-10.851157112748838,5.965956240032349,0.0,184564142.206623,333255229.376362,0.0,884.3828644538866,-488.9941084382499,0.0
4327200.0,-2038685.8041931086,-4066930.665643745,0.0,-10.793656533762023,6.069914297443716,0.0,187739461.69619387,331479668.35618037,0.0,879.6702642347337,-497.4212674108469,0.0
4330800.0,-2077437.6876626322,-4044892.8453367087,0.0,-10.735165617811496,6.17331808827535,0.0,190897671.19728893,329673851.09558606,0.0,874.8773867475923,-505.80300467683566,0.0
4334400.0,-2115977.2308230447,-4022483.786001665,0.0,-10.675689706009853,6.276158182994024,0.0,194038482.49736065,327837942.4897731,0.0,870.0046696474257,-514.1385558962614,0.0
4338000.0,-2154300.89746445,-3999705.5338254203,0.0,-10.615234229184386,6.378425203477728,0.0,197161608.97252068,325972110.1779978,0.0,865.0525578611022,-522.4271609414178,0.0
4341600.0,-2192405.17108853,-3976560.1686619483,0.0,-10.553804707383573,6.480109823868129,0.0,200266765.6136462,324076524.5282903,0.0,860.0215035469637,-530.6680639659432,0.0
4345200.0,-2230286.555228839,-3953049.803842715,0.0,-10.491406749375487,6.581202771418333,0.0,203353669.0523394,322151358.6219176,0.0,854.9119660537402,-538.8605134735309,0.0
4348800.0,-2267941.5737692746,-3929176.58598396,0.0,-10.428046052138162,6.6816948273358525,0.0,206422037.58673787,320196788.2376009,0.0,849.7244118788122,-547.0037623862473,0.0
4352400.0,-2305366.771260704,-3904942.6947909533,0.0,-10.363728400341973,6.781576827620715,0.0,209471591.2071738,318212991.8354865,0.0,844.4593146258258,-555.0970681124526,0.0
4356000.0,-2342558.7132357094,-3880350.3428592402,0.0,-10.298459665824067,6.880839663898639,0.0,212502051.6216791,316200150.5408736,0.0,839.1171549616635,-563.1396926143162,0.0
4359600.0,-2379513.986521429,-3855401.775472901,0.0,-10.232245807054897,6.97947428424919,0.0,215513142.28133482,314158448.12770003,0.0,833.6984205727756,-571.1309024749232,0.0
4363200.0,-2416229.199550461,-3830099.270399832,0.0,-10.165092868596897,7.07747169402886,0.0,218504588.40546188,312088071.0017864,0.0,828.2036061208746,-579.0699689649633,0.0
4366800.0,-2452700.9826698084,-3804445.1376840807,0.0,-10.097006980555362,7.174822956688978,0.0,221476117.00665137,309989208.1838414,0.0,822.6332131979972,-586.9561681089978,0.0
4370400.0,-2488925.9884478296,-3778441.719435237,0.0,-10.027994358021566,7.271519194588389,0.0,224427456.91563192,307862051.2922294,0.0,816.9877502809384,-594.7887807512985,0.0
4374000.0,-2524900.8919791714,-3752091.389614916,0.0,-9.958061300508172,7.367551589800827,0.0,227358338.80597177,305706794.52550143,0.0,811.2677326850611,-602.5670926212525,0.0
4377600.0,-2560622.391187657,-3725396.55382034,0.0,-9.88721419137699,7.4629113849169055,0.0,230268495.21861368,303523634.6446918,0.0,805.4736825174853,-610.2903943983255,0.0
4381200.0,-2596087.2071270994,-3698359.6490650433,0.0,-9.815459497259134,7.557589883840658,0.0,233157660.58623996,301312770.9553816,0.0,799.606128629661,-617.9579817765808,0.0
4384800.0,-2631292.0842800117,-3670983.143556721,0.0,-9.742803767467603,7.651578452580548,0.0,236025571.25746578,299074405.2895304,0.0,793.6656065693302,-625.5691555287457,0.0
4388400.0,-2666233.790854193,-3643269.5364722386,0.0,-9.669253633402388,7.744868520034888,0.0,238871965.5208585,296808741.9870789,0.0,787.6526585318793,-633.1232215698195,0.0
4392000.0,-2700909.1190771568,-3615221.3577298247,0.0,-9.594815807948107,7.837451578771592,0.0,241696583.62878066,294515987.8773226,0.0,781.5678333110903,-640.6194910202197,0.0
4395600.0,-2735314.885488378,-3586841.1677584685,0.0,-9.519497084864257,7.929319185802183,0.0,244499167.82105467,292196352.2600595,0.0,775.4116862492918,-648.0572802684576,0.0
4399200.0,-2769447.9312293315,-3558131.5572645385,0.0,-9.443304338168112,8.020462963350003,0.0,247279462.34844697,289850046.88651264,0.0,769.1847791869156,-655.43591103334,0.0
4402800.0,-2803305.1223312975,-3529095.1469956487,0.0,-9.366244521510344,8.110874599612536,0.0,250037213.49596947,287477285.9400301,0.0,762.8876804114631,-662.7547104256901,0.0
4406400.0,-2836883.3500009025,-3499734.5875017904,0.0,-9.28832466754341,8.200545849517795,0.0,252772169.6059963,285078286.0165632,0.0,756.5209646058865,-670.0130110095828,0.0
4410000.0,-2870179.5309033785,-3470052.5588937504,0.0,-9.20955188728275,8.289468535474683,0.0,255484081.1011937,282653266.1049253,0.0,750.0852127963891,-677.210150863088,0.0
4413600.0,-2903190.6074435054,-3440051.7705988414,0.0,-9.12993336946088,8.37763454811728,0.0,258172700.50726074,280202447.56683284,0.0,743.5810122996481,-684.3454736385169,0.0
4417200.0,-2935913.548044218,-3409734.9611139614,0.0,-9.049476379874422,8.46503584704298,0.0,260837782.47547933,277726054.11673045,0.0,737.0089566694676,-691.4183286221664,0.0
4420800.0,-2968345.347422849,-3379104.89775601,0.0,-8.968188260724116,8.551664461544403,0.0,263479083.8050709,275224311.8014018,0.0,730.3696456428626,-698.4280707935552,0.0
4424400.0,-3000483.0268649817,-3348164.3764096773,0.0,-8.886076429947895,8.637512491335032,0.0,266096363.4653581,272697448.979368,0.0,723.6636850855824,-705.3740608841458,0.0
4428000.0,-3032323.634495894,-3316916.221272636,0.0,-8.803148380547082,8.7225721072685,0.0,268689382.61772937,270145696.3000759,0.0,716.8916869370761,-712.2556654355495,0.0
4431600.0,-3063864.245549558,-3285363.284598153,0.0,-8.71941167990574,8.806835552051451,0.0,271257904.63740426,267569286.6828775,0.0,710.0542691549051,-719.0722568572064,0.0
4435200.0,-3095101.962635184,-3253508.446435146,0.0,-8.634873969103268,8.890295140949943,0.0,273801695.1349979,264968455.29580268,0.0,703.1520556586091,-725.8232134835363,0.0
4438800.0,-3126033.9160012715,-3221354.614365712,0.0,-8.54954296222029,8.972943262489288,0.0,276320521.97788215,262343439.5341272,0.0,696.185676273029,-732.5079196305555,0.0
4442400.0,-3156657.2637971537,-3188904.723240143,0.0,-8.463426445637902,9.054772379147291,0.0,278814155.31134194,259694478.99873796,0.0,689.1557666710919,-739.1257656519543,0.0
4446000.0,-3186969.1923320065,-3156161.734909466,0.0,-8.37653227733033,9.135775028040827,0.0,281282367.5795245,257021815.4742971,0.0,682.0629683160648,-745.6761479946297,0.0
4449600.0,-3216966.9163312973,-3123128.637955513,0.0,-8.288868386151075,9.215943821605673,0.0,283724933.54618,254325692.9072075,0.0,674.9079284032798,-752.1584692536678,0.0
4453200.0,-3246647.679190655,-3089808.447418565,0.0,-8.200442771112595,9.295271448269553,0.0,286141630.3151911,251606357.38338098,0.0,667.6912998013381,-758.5721382267732,0.0
4456800.0,-3276008.7532271333,-3056204.204522582,0.0,-8.111263500659614,9.37375067311832,0.0,288532237.3508902,248864057.10581186,0.0,660.4137409927965,-764.9165699681367,0.0
4460400.0,-3305047.439927849,-3022318.9763980443,0.0,-8.02133871193608,9.451374338555235,0.0,290896536.49816227,246099042.3719575,0.0,653.0759160143427,-771.1911858417405,0.0
4464000.0,-3333761.0701959673,-2988155.8558024387,0.0,-7.930676610045875,9.528135364953254,0.0,293234312.0023311,243311565.5509279,0.0,645.6784943964642,-777.3954135740922,0.0
4467600.0,-3362147.0045940154,-2953717.9608384045,0.0,-7.839285467307332,9.604026751300289,0.0,295545350.5288276,240501881.06048656,0.0,638.2221511026161,-783.5286873063858,0.0
4471200.0,-3390202.633584502,-2919008.434669571,0.0,-7.7471736225016095,9.679041575837365,0.0,297829441.1826385,237670245.3438646,0.0,630.7075664678935,-789.5904476460834,0.0
4474800.0,-3417925.377767821,-2884030.445234111,0.0,-7.654349480115018,9.753172996689631,0.0,300086375.5275329,234816916.84639022,0.0,623.135426137214,-795.580141717913,0.0
4478400.0,-3445312.688117413,-2848787.1849560346,0.0,-7.560821509575341,9.82641425249016,0.0,302315947.6050655,231942155.99193564,0.0,615.5064210030158,-801.4972232142782,0.0
4482000.0,-3472362.0462121707,-2813281.8704542513,0.0,-7.466598244482231,9.898758662996473,0.0,304517953.9533554,229046225.15918365,0.0,607.8212471424761,-807.3411524450748,0.0
4485600.0,-3499070.964466063,-2777517.742249425,0.0,-7.371688281831751,9.970199629699742,0.0,306692193.6256366,226129388.6577158,0.0,600.0806057542565,-813.1113963869102,0.0
4489200.0,-3525436.9863549527,-2741498.0644686497,0.0,-7.276100281235119,10.04073063642662,0.0,308838468.20858145,223191912.70392457,0.0,592.2852030947811,-818.8074287317197,0.0
4492800.0,-3551457.6866405983,-2705226.1245479723,0.0,-7.179842964131743,10.11034524993362,0.0,310956581.84039295,220234065.3967516,0.0,584.4357504140519,-824.4287299347777,0.0
4496400.0,-3577130.6715918058,-2668705.2329327883,0.0,-7.082925112996595,10.179037120494016,0.0,313046341.2286654,217256116.69325426,0.0,576.5329638910079,-829.9747872620974,0.0
4500000.0,-3602453.579202721,-2631938.7227761378,0.0,-6.985355570542009,10.246799982477196,0.0,315107555.66801167,214258338.38400236,0.0,568.5775645684338,-835.4450948372148,0.0
4503600.0,-3627424.0794082377,-2594929.949634932,0.0,-6.88714323891398,10.313627654920419,0.0,317140037.05745494,211241004.068308,0.0,560.5702782874238,-840.8391536873539,0.0
4507200.0,-3652039.874296502,-2557682.291164132,0.0,-6.788297078883014,10.379514042092913,0.0,319143599.91758424,208204389.12929007,0.0,552.5118356214066,-846.1564717889675,0.0
4510800.0,-3676298.6983184954,-2520199.1468089125,0.0,-6.688826109029621,10.444453134052285,0.0,321118061.4074714,205148770.70877597,0.0,544.402971809737,-851.3965641126503,0.0
4514400.0,-3700198.3184946734,-2482483.9374948367,0.0,-6.588739404924515,10.508439007193171,0.0,323063241.3413482,202074427.68204284,0.0,536.2444266908607,-856.5589526674198,0.0
4518000.0,-3723736.534618647,-2444540.105316069,0.0,-6.488046098303597,10.571465824788078,0.0,324978962.2050419,198981640.63240045,0.0,528.0369446350578,-861.6431665443614,0.0
4521600.0,-3746911.1794578815,-2406371.113221655,0.0,-6.386755376237791,10.63352783752038,0.0,326865049.1721687,195870691.82561824,0.0,519.7812744767714,-866.6487419596322,0.0
4525200.0,-3769720.118951401,-2367980.444699898,0.0,-6.284876480297814,10.694619384009407,0.0,328721330.1200818,192741865.18419847,0.0,511.4781694465263,-871.5752222968216,0.0
4528800.0,-3792161.252404474,-2329371.6034608567,0.0,-6.1824187057139435,10.754734891327583,0.0,330547635.6455744,189595446.26149833,0.0,503.1283871024458,-876.4221581486636,0.0
4532400.0,-3814232.5126802665,-2290548.113117,0.0,-6.079391400530873,10.81386887550957,0.0,332343799.08033514,186431722.2157029,0.0,494.73268926137075,-881.1891073580965,0.0
4536000.0,-3835931.8663884443,-2251513.5168620404,0.0,-5.9758039647577155,10.872015942053354,0.0,334109656.50615484,183250981.78365138,0.0,486.2918419295883,-885.8756350586677,0.0
4539600.0,-3857257.3140707063,-2212271.3771479772,0.0,-5.871665849513243,10.929170786413252,0.0,335845046.7698833,180053515.2545193,0.0,477.80661523317593,-890.4813137142784,0.0
4543200.0,-3878206.890383233,-2172825.275360382,0.0,-5.7669865561664295,10.98532819448477,0.0,337549811.4981345,176839614.44335866,0.0,469.27778334796704,-895.0057231582649,0.0
4546800.0,-3898778.6642760304,-2133178.811491953,0.0,-5.661775635472383,11.040483043081288,0.0,339223795.11173934,173609572.6644985,0.0,460.706124429145,-899.448450631814,0.0
4550400.0,-3918970.739169158,-2093335.6038143663,0.0,-5.556042686703733,11.094630300402502,0.0,340866844.83994377,170363684.7048087,0.0,452.09242054047087,-903.8090908217068,0.0
4554000.0,-3938781.25312582,-2053299.2885484563,0.0,-5.449797356777566,11.147765026494614,0.0,342478810.7343518,167102246.7968288,0.0,443.4374575831522,-908.0872458973895,0.0
4557600.0,-3958208.3790223044,-2013073.5195327569,0.0,-5.343049339377973,11.199882373702193,0.0,344059545.6826118,163825556.59176463,0.0,434.7420252243585,-912.2825255473664,0.0
4561200.0,-3977250.3247147603,-1972661.9678904272,0.0,-5.2358083740742964,11.250977587111688,0.0,345608905.4218448,160533913.13235536,0.0,426.0069168253903,-916.3945470149122,0.0
4564800.0,-3995905.333202787,-1932068.3216945988,0.0,-5.128084245435148,11.301046004986539,0.0,347126748.5518133,157227616.82561302,0.0,417.23292936950804,-920.4229351331002,0.0
4568400.0,-4014171.682789831,-1891296.2856321693,0.0,-5.019886782138288,11.350083059193851,0.0,348612936.54783034,153906969.41543716,0.0,408.420863389427,-924.3673223591433,0.0
4572000.0,-4032047.687240368,-1850349.5806660778,0.0,-4.911225856076438,11.398084275622596,0.0,350067333.7734061,150572273.9551072,0.0,399.57152289448544,-928.2273488080441,0.0
4575600.0,-4049531.695933862,-1809231.9436960872,0.0,-4.802111381459105,11.445045274593285,0.0,351489807.49263245,147223834.7796549,0.0,390.6857152974918,-932.0026622855517,0.0
4579200.0,-4066622.0940154796,-1767947.1272181098,0.0,-4.692553313910507,11.490961771259101,0.0,352880227.88230324,143861957.4781193,0.0,381.7642513412581,-935.6929183204209,0.0
4582800.0,-4083317.3025435545,-1726498.8989821023,0.0,-4.582561649563668,11.535829575998424,0.0,354238468.04376954,140486948.86568704,0.0,372.8079450248254,-939.2977801959728,0.0
4586400.0,-4099615.7786337803,-1684891.0416485646,0.0,-4.472146424150781,11.579644594798733,0.0,355564404.0145288,137099116.95572,0.0,363.8176135293889,-942.8169189809515,0.0
4590000.0,-4115516.015600125,-1643127.3524436716,0.0,-4.361317712089902,11.622402829631845,0.0,356857914.7795469,133698770.93167341,0.0,354.7940771439286,-946.2500135596755,0.0
4593600.0,-4131016.5430924483,-1601211.6428130688,0.0,-4.250085625568074,11.664100378820446,0.0,358118882.2823119,130286221.11890651,0.0,345.73815919055244,-949.5967506614804,0.0
4597200.0,-4146115.9272308145,-1559147.738074367,0.0,-4.138460313620947,11.704733437395891,0.0,359347191.43561846,126861778.95638861,0.0,336.6506859495588,-952.8568248894505,0.0
4600800.0,-4160812.770736484,-1516939.4770683604,0.0,-4.026451961208995,11.744298297447227,0.0,360542730.1320819,123425756.96830289,0.0,327.5324865842248,-956.0299387484362,0.0
4604400.0,-4175105.7130595734,-1474590.7118090088,0.0,-3.9140707882903927,11.782791348461425,0.0,361705389.25438136,119978468.73555078,0.0,318.38439306532734,-959.1158026723544,0.0
4608000.0,-4188993.4305033744,-1432105.3071322069,0.0,-3.801327048890658,11.820209077654766,0.0,362835062.6852304,116520228.86715916,0.0,309.2072400954039,-962.1141350507706,0.0
4611600.0,-4202474.636345314,-1389487.140343379,0.0,-3.688231030169123,11.856548070295368,0.0,363931647.31707466,113051352.97159332,0.0,300.00186503275916,-965.0246622547577,0.0
4615200.0,-4215548.080954551,-1346740.1008639277,0.0,-3.5747930514823314,11.891805010016807,0.0,364995043.06151545,109572157.62797807,0.0,290.7691078152254,-967.8471186620316,0.0
4618800.0,-4228212.551906195,-1303868.0898765696,0.0,-3.461023463444442,11.925976679122822,0.0,366025152.8584585,106082960.35722968,0.0,281.5098108836827,-970.5812466813599,0.0
4622400.0,-4240466.8740921365,-1260875.0199695905,0.0,-3.3469326469847203,11.959059958883056,0.0,367021882.68498695,102584079.5931012,0.0,272.2248191053458,-973.2267967762414,0.0
4626000.0,-4252309.909828482,-1217764.8147800518,0.0,-3.2325310124022106,11.991051829819813,0.0,367985141.56395745,99075834.653144,0.0,262.9149796968254,-975.7835274878545,0.0
4629600.0,-4263740.558959575,-1174541.4086359811,0.0,-3.117828998417666,12.021949371985809,0.0,368914841.5723196,95558545.70958781,0.0,253.58114214697005,-978.2512054572718,0.0
4633200.0,-4274757.758958606,-1131208.746197579,0.0,-3.002837071222827,12.051749765232872,0.0,369810897.84915656,92032533.76014233,0.0,244.22415813949553,-980.6296054469394,0.0
4636800.0,-4285360.48502479,-1087770.7820974747,0.0,-2.8875657235271315,12.080450289471598,0.0,370673228.60344684,88498120.5987226,0.0,234.84488147540947,-982.9185103614186,0.0
4640400.0,-4295547.750177113,-1044231.4805800635,0.0,-2.7720254736019454,12.108048324921894,0.0,371501755.121547,84955628.78610133,0.0,225.44416799523745,-985.1177112673874,0.0
4644000.0,-4305318.605344626,-1000594.8151399592,0.0,-2.656226864322397,12.134541352354422,0.0,372296401.7743933,81405381.62049021,0.0,216.022875501058,-987.2270074129009,0.0
4647600.0,-4314672.139453292,-956864.7681595923,0.0,-2.5401804622069037,12.159926953322902,0.0,373057096.0244229,77847703.10805355,0.0,206.5818636783535,-989.2462062459077,0.0
4651200.0,-4323607.4795093695,-913045.3305459898,0.0,-2.4238968564544785,12.184202810387253,0.0,373783768.43221295,74282917.93335637,0.0,197.12199401768385,-991.1751234320216,0.0
4654800.0,-4332123.790679325,-869140.5013667677,0.0,-2.307386657979899,12.207366707327559,0.0,374476352.66283786,70711351.42974998,0.0,187.6441297361904,-993.0135828715453,0.0
4658400.0,-4340220.27636627,-825154.2874853696,0.0,-2.190660498446834,12.229416529348816,0.0,375134785.49194336,67133329.54969753,0.0,178.14913569893667,-994.7614167157466,0.0
4662000.0,-4347896.178282912,-781090.7031955855,0.0,-2.0737290292990056,12.250350263276479,0.0,375759006.8115371,63549178.83504246,0.0,168.63787834009372,-996.4184653823831,0.0
4665600.0,-4355150.776521017,-736953.7698553823,0.0,-1.9566029207894857,12.270165997742748,0.0,376348959.6354954,59959226.38722222,0.0,159.1112255839764,-997.984577570476,0.0
4669200.0,-4361983.389617371,-692747.5155200808,0.0,-1.8392928610082027,12.288861923363601,0.0,376904590.1047857,56363799.83743033,0.0,149.57004676593857,-999.4596102743292,0.0
4672800.0,-4368393.374616241,-648475.9745749126,0.0,-1.7218095549077561,12.30643633290655,0.0,377425847.49240315,52763227.31672922,0.0,140.01521255313375,-1000.8434287967954,0.0
4676400.0,-4374380.127128323,-604143.1873669889,0.0,-1.6041637233276236,12.322887621449096,0.0,377912684.2080227,49157837.42611675,0.0,130.44759486514877,-1002.1359067617849,0.0
4680000.0,-4379943.081386175,-559753.1998367162,0.0,-1.4863661020168477,12.33821428652788,0.0,378365055.8023648,45547959.206548996,0.0,120.86806679451746,-1003.3369261260171,0.0
4683600.0,-4385081.710296132,-515310.0631486916,0.0,-1.3684274406552939,12.352414928278494,0.0,378782920.9712745,41933922.10892214,0.0,111.27750252712163,-1004.4463771900143,0.0
4687200.0,-4389795.525486689,-470817.83332211187,0.0,-1.2503585018735668,12.36548824956597,0.0,379166241.5595143,38316055.96401612,0.0,101.6767772624866,-1005.4641586083345,0.0
4690800.0,-4394084.077353363,-426280.5708607291,0.0,-1.1321700602716742,12.377433056105906,0.0,379514982.5642695,34694690.95240283,0.0,92.06676713397844,-1006.3901773990448,0.0
4694400.0,-4397946.955100008,-381702.34038238775,0.0,-1.0138729014365273,12.388248256576214,0.0,379829112.1383664,31070157.574321605,0.0,82.4483491289103,-1007.2243489524319,0.0
4698000.0,-4401383.786776602,-337087.2102481759,0.0,-0.8954778209583683,12.397932862719507,0.0,380108601.5932025,27442786.61952466,0.0,72.82240100856487,-1007.9665970389511,0.0
4701600.0,-4404394.239313486,-292439.2521912248,0.0,-0.7769956234462121,12.406485989436092,0.0,380353425.4013886,23812909.137095347,0.0,63.18980122814054,-1008.6168538164105,0.0
4705200.0,-4406978.018552054,-247762.54094519085,0.0,-0.658437121542394,12.413906854867552,0.0,380563561.1991029,20180856.40524189,0.0,53.551428856628256,-1009.1750598363919,0.0
4708800.0,-4409134.869271903,-203061.1538724534,0.0,-0.5398131349363114,12.420194780470927,0.0,380738989.78815615,16546959.901069406,0.0,43.908163496626536,-1009.6411640499061,0.0
4712400.0,-4410864.575214424,-158339.17059206244,0.0,-0.4211344893774509,12.425349191083487,0.0,380879695.1377683,12911551.270332916,0.0,34.260885204101875,-1010.015123812283,0.0
4716000.0,-4412166.959102838,-113600.67260747016,0.0,-0.302412015687788,12.429369614978063,0.0,380985664.3860563,9274962.297174158,0.0,24.61047440810188,-1010.2969048872949,0.0
4719600.0,-4413041.882658684,-68849.74293408028,0.0,-0.18365654877365284,12.432255683908952,0.0,381056887.84123224,5637524.873844922,0.0,14.957811830428396,-1010.4864814505133,0.0
4723200.0,-4413489.246614735,-24090.465726649032,0.0,-0.06487892663714882,12.434007133148395,0.0,381093358.9825129,1999570.9704196807,0.0,5.3037784052780275,-1010.583836091899,0.0
